distance_gspphot
765.5665
2055.017
868.5243
1198.9542
1354.6091
2480.506
2744.3613
1327.4532
472.8274
2385.2737
990.4367
664.4358
1705.8927
930.6906
1282.4757
2758.737
1571.8079
1232.4418
969.4093
1493.0157
1326.397
892.5922
831.0852
1341.6664
436.4007
982.8974
485.1826
1048.265
1614.9336
297.0802
399.3081
1492.8248
951.6688
489.1654
865.0273
890.669
679.4177
915.6877
1095.7596
1256.2975
1278.5538
1359.4209
1624.4852
721.4608
365.4842
1616.1274
921.3019
501.4768
818.6973
1791.843
1005.6528
556.1962
1039.2495
1129.0189
1829.6548
1095.8691
1559.3524
1029.4244
1099.4745
1383.4791
1032.0177
1661.5013
567.0139
754.7723
447.225
794.328
969.8149
1263.1945
996.0852
1202.7996
455.3159
1095.3873
1361.4344
1191.6821
442.0414
1413.3833
899.9836
1537.4481
455.0522
1225.2074
695.1636
1434.2632
2063.2183
1086.9482
537.8166
1372.4784
1958.447
1109.7792
599.8571
485.8671
1299.5632
1184.8672
1905.8225
1360.3391
1012.9595
966.2209
1497.931
1020.3541
2731.0737
1568.701
1928.7267
456.3193
1108.0052
1318.1058
778.5497
952.7169
1081.9807
1193.0391
471.4767
1968.169
496.4973
1157.4514
604.5048
884.8145
1264.1761
1815.3754
778.5386
778.7814
397.2827
776.4438
1121.3527
1805.2692
1201.0715
2629.359
682.3662
1180.4257
537.2896
957.0925
1430.9403
627.5308
453.9743
2865.5496
1347.3217
1184.8795
1870.9669
679.9711
136.4642
810.2876
1345.8883
1855.9962
1170.0146
1167.0817
1354.4991
1588.7263
439.5022
672.2604
1054.4998
1050.2068
860.8211
1997.6887
2436.0762
777.1389
2249.5571
725.488
1881.3749
642.1268
753.8431
2398.9402
1548.2557
1336.9395
844.5957
2270.3506
1461.0898
2059.9631
1136.2385
739.5013
1218.3713
983.895
549.7437
748.6956
882.9861
880.2825
445.5378
1397.2202
835.0797
1740.3624
220.9591
962.2947
2084.1099
1037.3611
1542.06
866.4822
2628.6619
1257.871
1132.938
1076.4287
1694.0015
1303.1432
2192.2036
387.2526
971.9645
906.1106
981.2579
586.2352
311.6038
509.966
802.0893
420.542
1185.1079
1347.1478
1581.6235
1056.8562
891.5735
1039.448
1397.7465
573.1356
1732.612
2985.559
373.579
1051.0414
1489.2755
1221.6505
1108.3094
502.3018
1445.8845
919.059
732.1498
936.7227
176.2697
751.0891
555.6991
1379.1128
303.1987
1723.0631
585.8771
2142.1548
2807.011
914.1407
280.7313
861.2589
396.6548
1163.0356
1685.2711
274.3734
880.4594
280.394
1337.3256
680.8197
552.7114
950.0167
2134.0874
1183.8418
1971.0505
358.2564
1013.4279
569.5015
2272.5803
861.3539
2054.5117
1444.2582
256.3084
496.9666
666.6946
2748.7036
611.5209
954.9806
238.0535
1369.9438
1052.8628
1415.926
282.45
571.9839
2091.6748
1019.7963
2154.86
1976.3315
917.1105
1170.3441
776.9537
1110.0242
991.1329
1118.6866
640.0795
580.6017
1179.3116
987.7126
1860.2551
930.4167
1075.9354
1657.8633
492.7509
1355.2719
674.3522
1441.614
958.0661
588.3887
722.8788
860.054
1142.1986
959.7681
312.4572
738.1161
985.3561
1590.4
791.0941
1023.8009
838.6282
897.4205
1743.6024
1293.0077
1298.885
1015.8236
1223.0342
2290.6194
1776.801
1981.2656
1409.6893
742.5764
964.3185
743.9911
1188.0581
1357.3492
521.7736
848.166
676.3033
260.9575
1349.4373
1694.9493
1448.5103
1479.449
1091.0835
1014.6498
528.4319
701.1399
937.3337
1465.4478
2096.372
2179.0364
1104.7643
683.09
676.3397
1580.3502
1140.7249
431.5072
679.3416
2050.3406
891.9201
140.4742
423.9297
986.9299
311.8855
1819.1794
1469.4104
1277.2854
966.171
1486.3564
2542.502
2193.6
872.0828
1389.12
1141.1864
850.6393
943.3577
973.682
916.4119
1401.7385
759.4178
1565.8196
2322.108
136.4989
1145.891
1043.5774
2845.6262
1366.0237
996.2039
1107.5298
790.6435
965.4213
334.5291
1356.821
1151.6096
1374.7936
1029.9993
596.3657
760.4111
986.502
1422.8899
881.959
2909.3623
1213.7069
1176.894
977.5544
1555.4161
1677.1621
560.9271
891.003
1460.3143
898.6462
1501.205
1191.4944
2036.8107
1004.3739
911.9924
2533.184
508.7521
807.3181
1213.563
825.5222
1816.2546
1649.8118
2656.635
1084.242
1148.1251
569.0851
561.4998
619.666
1908.2451
1342.7783
1499.0383
1139.9604
1113.8075
