distance_gspphot
1884.2959
1278.0156
1326.4633
1564.9904
776.8411
662.2741
2165.878
937.779
630.1583
1463.0065
589.1657
1056.7704
2714.9575
951.3643
1288.5181
988.3797
1564.1108
1365.4741
1004.5212
782.9624
602.3552
551.8558
487.4449
913.1472
802.8074
955.367
554.4445
452.2607
393.9197
1211.8308
754.1063
716.0581
1023.2272
255.1252
1402.7262
2013.1832
1474.2876
1721.2479
1446.4315
1840.4734
1396.0602
826.038
798.5178
1723.0498
1703.5924
522.5636
781.4843
1387.112
983.2347
1512.823
770.7542
1391.5304
793.6911
701.3951
675.0455
489.2318
2920.495
1476.8619
983.456
84.0833
1192.2521
686.4843
944.9769
1041.0397
1542.6223
371.024
472.8087
165.9673
1227.8921
928.1674
951.0535
1352.242
985.2209
2614.087
1091.606
338.7608
625.0776
1963.8916
1051.5862
1427.1096
632.1534
1758.094
449.0699
946.6878
2063.4731
671.582
736.7802
1399.9751
2175.3286
2427.6306
1184.8269
1853.8099
1610.407
453.7942
1053.5491
1730.9493
539.2689
1381.0873
822.8942
1346.6377
1638.0417
854.602
1032.3236
974.8763
549.3457
1861.3369
2287.081
781.305
1360.8307
987.4333
1550.8315
1844.7734
560.4712
796.4689
768.5398
934.1417
1571.6395
1865.1655
1072.462
2710.8066
642.6691
651.2957
1517.7101
537.0289
716.294
972.7684
689.6103
1162.1868
839.9611
1173.0116
763.6356
1169.2974
1061.6525
2345.2424
695.3159
2806.2144
553.2262
575.2286
1549.5916
1263.5586
641.5577
2319.1333
1212.1794
2198.2617
1190.0778
752.4394
1314.5786
940.1796
1767.0327
978.4472
1036.1965
1129.2588
218.7485
641.8364
1593.604
1076.2609
707.5839
1286.8052
621.0303
658.3887
513.8955
1551.3586
1459.1163
1817.5194
1699.8313
1070.5015
326.8942
1630.6799
1389.6074
1115.8823
1148.4467
1327.0597
628.9048
969.553
336.6666
1470.2472
1997.6306
861.9092
1586.4716
2127.9175
1082.1654
1408.1494
1557.8542
432.5615
1540.3333
1370.1049
2248.2695
1027.3169
919.278
948.1113
1452.274
1634.9988
1169.5927
523.7314
877.0318
1149.7891
703.5803
1179.1433
1063.9746
1225.6259
1809.9222
714.3843
1064.2305
2426.518
1235.9006
981.0682
583.7232
1604.6707
1611.3833
1329.8749
909.2119
511.0669
898.3621
628.8317
382.6364
849.4279
332.2581
762.3426
2539.231
1801.5447
916.2404
754.0745
1430.828
913.6441
173.3691
1334.2808
756.3223
1006.8577
1757.954
426.104
1043.5366
456.4819
762.9534
890.6538
689.6966
857.6946
1722.4418
1123.5605
1386.3918
1530.0604
1663.2655
948.1993
1730.6918
421.7822
1147.0144
965.5925
388.3273
1844.2267
878.164
1204.5336
1369.7296
1308.3933
985.7603
2030.0459
382.5694
915.5867
715.4656
1669.3606
667.7924
1913.8127
1340.88
1009.7272
1002.7712
1640.2832
1366.4092
1200.0051
2000.4147
435.5972
1206.0527
543.9972
1108.9911
674.9258
791.6364
1013.72
245.6531
1264.601
1575.2977
1258.2148
566.3565
731.7684
1092.2528
1415.3035
1242.591
1834.7181
1009.0112
2000.115
537.8376
1067.2037
2456.28
877.3751
2035.771
583.4746
1833.532
1384.0656
1156.6327
1503.6711
789.9896
974.1985
2054.7532
662.5126
505.4735
513.1056
448.8449
874.8664
1086.028
2286.624
619.5139
1015.8308
1569.4392
444.7233
791.0885
1178.7213
1381.9937
1248.1746
1190.3052
1450.2137
602.3429
1353.4889
806.7554
782.5588
740.3433
704.5558
1410.4805
1013.4318
1526.9775
1017.2204
1113.4841
1217.3771
442.1839
969.0198
305.6115
635.5266
1441.9607
793.7949
286.3601
1051.3033
1949.9686
388.2605
2059.2214
1874.09
874.5385
712.1121
2010.9597
2617.9702
1273.0837
1625.8458
1541.1063
905.5219
582.6645
1307.3903
943.2162
2621.6995
1468.9297
1569.3341
1388.3333
1660.637
1283.9065
563.3777
884.1667
826.1242
644.4558
222.7523
1061.191
1372.1733
712.265
1120.8899
1095.8636
1774.5541
553.0477
902.9014
2900.3474
567.4645
536.8025
230.9981
1142.7098
621.2188
2173.0168
1360.095
1483.9724
1563.5553
1065.65
1264.1144
1746.8896
1549.698
1196.9562
1597.9036
1553.0988
1423.9558
1243.1299
2698.3467
174.9489
2331.4927
1056.9688
658.456
640.2956
653.2633
1078.2219
944.7792
1491.4928
1228.5522
1475.1862
390.8791
1444.8093
1275.7654
925.2234
561.6499
1664.2153
846.5221
1440.2336
1237.4547
1546.7928
1164.9609
1030.5559
1189.0232
411.3905
1044.08
1113.4805
994.6814
1217.4707
464.0695
467.8516
963.7046
1034.8152
1448.3457
761.8631
1197.5563
1048.3151
303.2044
1016.5801
1523.2032
1270.9825
2617.5405
2541.3618
527.6209
713.5847
1517.8708
1003.6855
531.9349
485.9861
930.639
1201.2747
941.6083
1150.7153
1726.2917
930.8254
1422.1511
874.8784
1313.6437
884.2653
1076.5889
1068.2014
720.2913
280.615
260.7072
796.6583
786.3054
300.9375
890.3679
738.1944
432.5332
957.4241
2597.2434
522.5837
1035.7239
1357.16
539.7389
1677.6078
1281.0648
2458.7568
2753.3733
1192.2476
1168.741
685.4306
1067.4083
1051.1971
1546.6748
1151.9757
313.5227
447.2213
1247.1827
1314.2301
1786.1115
1201.7423
1339.1917
1011.0295
538.8844
1008.5876
1645.6354
2060.5876
1049.9059
890.1787
1365.9712
352.52
1445.2869
1075.303
1344.2188
1698.5468
1629.7142
495.4498
1336.3502
948.3456
434.6216
692.5901
994.2709
2363.669
1597.3265
1107.9116
2266.4915
405.5449
993.8583
1726.941
487.5263
1085.6166
2784.749
530.2438
654.2499
1655.2214
2323.0896
892.4021
642.6519
1310.1874
993.6226
1209.4056
1124.6738
668.4067
690.8505
1212.7618
2552.1257
929.7407
2214.2407
1442.1958
778.1161
1373.1598
1120.0514
760.3856
1745.6597
527.3232
1134.631
1684.5533
1057.7373
542.3693
1139.5537
509.4679
1411.2256
1413.0994
1391.7756
872.2547
1169.6107
699.877
1067.0966
453.7939
695.7355
2284.9036
2181.4792
1416.9205
1151.5376
852.3942
1698.8247
1933.3212
1496.4146
1178.6876
941.3948
1698.8088
1000.9068
1115.4088
1787.572
2836.9006
1210.4863
695.2384
857.8858
1084.9982
2439.9763
576.8231
1216.5046
331.6352
830.0912
560.851
1184.3391
684.6329
1478.1703
531.1207
2264.5486
1100.9615
1592.8169
2304.5798
1239.4291
952.8879
137.6172
1872.4065
632.5398
943.3773
1483.1278
960.3847
1123.3213
764.1795
867.8275
589.7229
998.991
1405.86
833.9402
2315.6982
1270.0074
642.229
647.9526
838.7755
409.7177
513.7592
1326.4763
1542.6791
1781.5958
602.8186
891.2408
